,DATE,ID,LATITUDE,LONGITUDE,ELEVATION,NAME,Season,TMIN,TMAX,PRCP,SNOW,SNWD,STATE
31079,2025-04-04,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,2.2,13.3,8.6,0.0,0.0,NH
31080,2025-04-05,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,1.7,18.9,0.0,0.0,0.0,NH
31081,2025-04-06,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,2.8,6.1,10.4,0.0,0.0,NH
31082,2025-04-07,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,2.2,11.1,5.8,0.0,0.0,NH
31083,2025-04-08,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,1.1,3.3,3.8,0.0,0.0,NH
31084,2025-04-09,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,-3.9,4.4,2.5,0.0,0.0,NH
31085,2025-04-10,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,-3.9,7.2,0.0,0.0,0.0,NH
31086,2025-04-11,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,-3.9,11.1,1.5,3.0,0.0,NH
31087,2025-04-12,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,0.0,7.8,6.9,33.0,25.0,NH
31088,2025-04-13,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,0.0,2.8,3.8,23.0,0.0,NH
31089,2025-04-14,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,1.7,8.3,1.3,0.0,0.0,NH
31090,2025-04-15,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,2.2,19.4,0.8,0.0,0.0,NH
31091,2025-04-16,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,3.3,20.6,2.0,0.0,0.0,NH
31092,2025-04-17,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,2.8,11.7,0.0,0.0,0.0,NH
31093,2025-04-18,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,-0.6,14.4,0.0,0.0,0.0,NH
31094,2025-04-19,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,3.9,21.1,0.0,0.0,0.0,NH
31095,2025-04-20,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,11.7,27.8,1.3,0.0,0.0,NH
31096,2025-04-21,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,0.6,16.1,0.0,0.0,0.0,NH
31097,2025-04-22,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,1.1,16.7,4.3,0.0,0.0,NH
31098,2025-04-23,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,4.4,22.8,0.0,0.0,0.0,NH
31099,2025-04-24,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,3.3,21.1,0.0,0.0,0.0,NH
31100,2025-04-25,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,3.9,22.8,1.3,0.0,0.0,NH
31101,2025-04-26,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,8.9,22.2,6.9,0.0,0.0,NH
31102,2025-04-27,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,6.1,17.8,20.8,0.0,0.0,NH
31103,2025-04-28,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,6.1,12.2,0.8,0.0,0.0,NH
31104,2025-04-29,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,6.1,23.9,0.0,0.0,0.0,NH
31105,2025-04-30,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,5.0,22.5,0.0,0.0,0.0,NH
31106,2025-05-01,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,3.9,21.1,0.0,0.0,0.0,NH
31107,2025-05-02,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,8.9,22.2,5.3,0.0,0.0,NH
31108,2025-05-03,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,10.0,22.2,1.8,0.0,0.0,NH
31109,2025-05-04,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,12.2,27.2,29.0,0.0,0.0,NH
31110,2025-05-05,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,11.1,16.7,39.1,0.0,0.0,NH
31111,2025-05-06,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,8.3,12.2,8.1,0.0,0.0,NH
31112,2025-05-07,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,9.4,13.9,13.5,0.0,0.0,NH
31113,2025-05-08,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,10.6,22.2,1.8,0.0,0.0,NH
31114,2025-05-09,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,8.3,23.9,22.6,0.0,0.0,NH
31115,2025-05-10,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,6.7,13.3,24.6,0.0,0.0,NH
31116,2025-05-11,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,7.8,16.1,17.8,0.0,0.0,NH
31117,2025-05-12,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,3.9,18.9,0.0,0.0,0.0,NH
31118,2025-05-13,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,4.4,24.4,0.0,0.0,0.0,NH
31119,2025-05-14,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,7.2,21.1,0.0,0.0,0.0,NH
31120,2025-05-15,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,10.0,25.0,0.0,0.0,0.0,NH
31121,2025-05-16,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,10.6,21.7,1.0,0.0,0.0,NH
31122,2025-05-17,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,15.6,27.8,0.3,0.0,0.0,NH
31123,2025-05-18,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,12.2,22.2,6.6,0.0,0.0,NH
31124,2025-05-19,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Spring,12.2,22.2,6.6,0.0,0.0,NH
36014,2025-03-21,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-4.4,11.1,5.6,25.0,0.0,VT
36015,2025-03-22,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-12.2,4.4,6.9,76.0,0.0,VT
36016,2025-03-23,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-11.7,-1.1,0.0,0.0,0.0,VT
36017,2025-03-24,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-9.4,-1.1,2.8,0.0,0.0,VT
36018,2025-03-25,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-6.1,-0.6,4.6,51.0,0.0,VT
36019,2025-03-26,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-5.6,0.6,0.0,0.0,0.0,VT
36020,2025-03-27,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-5.6,-1.1,4.8,51.0,0.0,VT
36021,2025-03-28,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-3.9,10.0,0.0,0.0,0.0,VT
36022,2025-03-29,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-8.3,3.9,3.0,25.0,0.0,VT
36023,2025-03-30,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-7.8,4.4,0.0,0.0,0.0,VT
36024,2025-03-31,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-8.9,8.3,5.6,25.0,0.0,VT
36025,2025-04-01,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-9.4,4.4,5.8,0.0,0.0,VT
36026,2025-04-02,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-12.8,8.3,0.0,0.0,0.0,VT
36027,2025-04-03,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-6.7,10.0,3.6,0.0,0.0,VT
36028,2025-04-04,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-2.8,11.1,0.0,0.0,0.0,VT
36029,2025-04-05,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-3.9,10.53,0.0,0.0,0.0,VT
36030,2025-04-06,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-5.0,9.97,0.0,0.0,0.0,VT
36031,2025-04-07,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-6.1,9.4,0.0,0.0,0.0,VT
36032,2025-04-08,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-4.4,8.3,0.0,0.0,0.0,VT
36033,2025-04-09,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-9.4,-1.7,4.6,127.0,102.0,VT
36034,2025-04-10,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-13.9,11.1,0.0,0.0,0.0,VT
36035,2025-04-11,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-7.8,6.1,4.8,25.0,0.0,VT
36036,2025-04-12,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-3.3,6.7,2.8,25.0,0.0,VT
36037,2025-04-13,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-2.2,6.7,0.0,0.0,0.0,VT
36038,2025-04-14,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-3.3,13.3,0.0,0.0,0.0,VT
36039,2025-04-15,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,3.3,15.0,3.3,0.0,0.0,VT
36040,2025-04-16,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-2.8,7.2,4.8,0.0,0.0,VT
36041,2025-04-17,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-7.2,6.1,0.0,0.0,0.0,VT
36042,2025-04-18,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-5.6,12.2,6.6,0.0,0.0,VT
36043,2025-04-19,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-5.6,18.3,5.6,0.0,0.0,VT
36044,2025-04-20,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-2.2,16.7,0.0,0.0,0.0,VT
36045,2025-04-21,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-5.0,14.4,0.0,0.0,0.0,VT
36046,2025-04-22,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,1.7,12.8,0.0,0.0,0.0,VT
36047,2025-04-23,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,5.0,11.7,0.0,0.0,0.0,VT
36048,2025-04-24,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-2.8,17.8,8.4,0.0,0.0,VT
36049,2025-04-25,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,9.4,18.9,0.0,0.0,0.0,VT
36050,2025-04-26,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,6.7,12.8,11.7,0.0,0.0,VT
36051,2025-04-27,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-2.2,11.7,11.4,51.0,25.0,VT
36052,2025-04-28,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,1.7,12.8,0.0,0.0,0.0,VT
36053,2025-04-29,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,0.6,25.0,0.0,0.0,0.0,VT
36054,2025-04-30,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-3.3,22.8,8.4,0.0,0.0,VT
36055,2025-05-01,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-3.9,17.8,0.0,0.0,0.0,VT
36056,2025-05-02,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,6.7,16.1,11.9,0.0,0.0,VT
36057,2025-05-03,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,0.6,15.0,16.5,0.0,0.0,VT
36058,2025-05-04,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,6.7,16.7,7.4,0.0,0.0,VT
36059,2025-05-05,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,4.4,19.4,0.0,0.0,0.0,VT
36060,2025-05-06,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,8.3,19.4,5.6,0.0,0.0,VT
36061,2025-05-07,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,6.7,18.9,7.1,0.0,0.0,VT
36062,2025-05-08,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,3.9,15.0,8.4,0.0,0.0,VT
36063,2025-05-09,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,4.45,13.6,5.6,0.0,0.0,VT
36064,2025-05-10,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,5.0,12.2,2.8,0.0,0.0,VT
36065,2025-05-11,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,1.1,9.4,24.4,0.0,0.0,VT
36066,2025-05-12,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,0.6,9.4,16.5,0.0,0.0,VT
36067,2025-05-13,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,-1.1,23.3,0.0,0.0,0.0,VT
36068,2025-05-14,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,12.8,25.0,0.0,0.0,0.0,VT
36069,2025-05-15,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,12.8,25.0,0.0,0.0,0.0,VT
36070,2025-05-16,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,12.8,25.0,0.0,0.0,0.0,VT
36071,2025-05-17,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,12.8,25.0,0.0,0.0,0.0,VT
36072,2025-05-18,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,12.8,25.0,0.0,0.0,0.0,VT
36073,2025-05-19,USC00430193,44.9989,-71.7097,514.2,VT AVERILL,Spring,12.8,25.0,0.0,0.0,0.0,VT
48725,2025-03-21,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-2.8,15.6,8.1,0.0,0.0,VT
48726,2025-03-22,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-7.2,2.8,0.5,0.0,0.0,VT
48727,2025-03-23,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-11.7,11.7,0.5,0.0,0.0,VT
48728,2025-03-24,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-11.7,-3.9,0.0,0.0,0.0,VT
48729,2025-03-25,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-5.6,-0.6,0.3,0.0,0.0,VT
48730,2025-03-26,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-1.7,3.3,1.0,0.0,0.0,VT
48731,2025-03-27,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-3.9,2.8,0.0,0.0,0.0,VT
48732,2025-03-28,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-5.6,3.3,0.0,0.0,0.0,VT
48733,2025-03-29,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-4.4,2.8,9.9,102.0,102.0,VT
48734,2025-03-30,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-4.4,1.1,0.5,0.0,51.0,VT
48735,2025-03-31,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-1.7,1.7,11.2,0.0,51.0,VT
48736,2025-04-01,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-3.3,8.3,9.7,0.0,0.0,VT
48737,2025-04-02,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-10.0,1.1,0.0,0.0,0.0,VT
48738,2025-04-03,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-7.2,2.8,17.3,0.0,0.0,VT
48739,2025-04-04,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,1.1,10.6,2.3,0.0,0.0,VT
48740,2025-04-05,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-2.8,10.6,0.0,0.0,0.0,VT
48741,2025-04-06,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,1.7,5.6,5.1,0.0,0.0,VT
48742,2025-04-07,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-2.8,6.1,0.0,0.0,0.0,VT
48743,2025-04-08,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-1.7,6.7,0.5,0.0,0.0,VT
48744,2025-04-09,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-8.9,-0.6,5.6,127.0,127.0,VT
48745,2025-04-10,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-7.5,3.3,3.55,63.5,63.5,VT
48746,2025-04-11,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-6.1,7.2,1.5,0.0,0.0,VT
48747,2025-04-12,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,0.0,4.4,0.0,0.0,0.0,VT
48748,2025-04-13,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,0.6,3.9,2.0,0.0,0.0,VT
48749,2025-04-14,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-3.3,6.7,0.0,0.0,0.0,VT
48750,2025-04-15,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,0.6,14.4,0.0,0.0,0.0,VT
48751,2025-04-16,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,0.0,17.2,0.0,0.0,0.0,VT
48752,2025-04-17,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-1.7,0.6,1.5,0.0,0.0,VT
48753,2025-04-18,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-6.1,6.1,0.0,0.0,0.0,VT
48754,2025-04-19,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,1.7,13.9,3.8,0.0,0.0,VT
48755,2025-04-20,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-0.6,17.2,1.9,0.0,0.0,VT
48756,2025-04-21,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,0.0,7.2,0.0,0.0,0.0,VT
48757,2025-04-22,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,0.6,14.4,2.5,0.0,0.0,VT
48758,2025-04-23,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,0.6,15.0,0.0,0.0,0.0,VT
48759,2025-04-24,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-2.2,12.8,0.0,0.0,0.0,VT
48760,2025-04-25,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,5.0,18.9,0.5,0.0,0.0,VT
48761,2025-04-26,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,9.4,17.8,6.9,0.0,0.0,VT
48762,2025-04-27,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,2.2,13.9,14.5,0.0,0.0,VT
48763,2025-04-28,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-0.6,5.0,9.1,0.0,0.0,VT
48764,2025-04-29,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,2.2,18.9,0.0,0.0,0.0,VT
48765,2025-04-30,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,2.8,26.7,5.8,0.0,0.0,VT
48766,2025-05-01,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-3.3,8.3,0.0,0.0,0.0,VT
48767,2025-05-02,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,7.8,18.9,4.3,0.0,0.0,VT
48768,2025-05-03,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,7.8,18.9,1.3,0.0,0.0,VT
48769,2025-05-04,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,8.9,16.1,8.9,0.0,0.0,VT
48770,2025-05-05,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,6.1,14.4,1.0,0.0,0.0,VT
48771,2025-05-06,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,11.7,20.0,0.0,0.0,0.0,VT
48772,2025-05-07,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,11.7,18.3,0.0,0.0,0.0,VT
48773,2025-05-08,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,6.7,18.9,0.8,0.0,0.0,VT
48774,2025-05-09,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,6.1,10.0,0.8,0.0,0.0,VT
48775,2025-05-10,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,7.2,10.6,19.3,0.0,0.0,VT
48776,2025-05-11,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,2.2,10.0,0.5,0.0,0.0,VT
48777,2025-05-12,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,-1.1,13.3,0.0,0.0,0.0,VT
48778,2025-05-13,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,0.6,18.9,0.0,0.0,0.0,VT
48779,2025-05-14,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,7.2,22.8,0.0,0.0,0.0,VT
48780,2025-05-15,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,11.7,25.0,0.0,0.0,0.0,VT
48781,2025-05-16,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,12.8,24.4,0.0,0.0,0.0,VT
48782,2025-05-17,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,14.4,27.8,1.5,0.0,0.0,VT
48783,2025-05-18,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,10.6,21.1,24.4,0.0,0.0,VT
48784,2025-05-19,USC00434120,44.8128,-71.8903,365.8,VT ISLAND POND,Spring,10.6,21.1,24.4,0.0,0.0,VT
53431,2025-03-21,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-2.8,17.2,10.2,25.0,25.0,VT
53432,2025-03-22,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-5.0,1.7,0.0,0.0,0.0,VT
53433,2025-03-23,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-10.6,12.8,0.3,0.0,0.0,VT
53434,2025-03-24,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-10.6,-1.7,0.0,0.0,0.0,VT
53435,2025-03-25,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-3.9,0.0,1.3,13.0,25.0,VT
53436,2025-03-26,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-2.8,2.8,2.5,25.0,25.0,VT
53437,2025-03-27,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-3.9,2.8,1.8,18.0,25.0,VT
53438,2025-03-28,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-3.9,5.6,0.0,0.0,203.0,VT
53439,2025-03-29,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-4.4,5.0,18.0,203.0,203.0,VT
53440,2025-03-30,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-4.4,0.6,5.8,0.0,127.0,VT
53441,2025-03-31,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-0.6,1.1,17.0,0.0,0.0,VT
53442,2025-04-01,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-2.8,10.6,8.4,0.0,0.0,VT
53443,2025-04-02,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-9.4,6.4,0.0,0.0,0.0,VT
53444,2025-04-03,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-8.3,2.2,18.3,13.0,0.0,VT
53445,2025-04-04,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,0.6,16.7,6.6,0.0,0.0,VT
53446,2025-04-05,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,0.0,8.9,0.0,0.0,0.0,VT
53447,2025-04-06,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-0.85,8.6,0.0,0.0,0.0,VT
53448,2025-04-07,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-1.7,8.3,0.0,0.0,0.0,VT
53449,2025-04-08,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-1.7,6.7,10.4,13.0,25.0,VT
53450,2025-04-09,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-8.3,0.0,1.3,94.0,102.0,VT
53451,2025-04-10,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-8.3,1.1,0.0,47.0,51.0,VT
53452,2025-04-11,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-8.3,7.8,1.3,0.0,0.0,VT
53453,2025-04-12,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,0.6,5.6,0.3,0.0,0.0,VT
53454,2025-04-13,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,0.6,4.4,3.3,0.0,0.0,VT
53455,2025-04-14,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-2.2,10.0,0.0,0.0,0.0,VT
53456,2025-04-15,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-2.2,16.1,0.0,0.0,0.0,VT
53457,2025-04-16,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-0.6,16.1,5.8,0.0,0.0,VT
53458,2025-04-17,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-2.2,0.6,5.8,56.0,51.0,VT
53459,2025-04-18,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-2.8,7.8,0.0,0.0,0.0,VT
53460,2025-04-19,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-1.7,15.0,5.1,0.0,0.0,VT
53461,2025-04-20,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,1.1,18.3,7.1,0.0,0.0,VT
53462,2025-04-21,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-2.8,7.8,0.0,0.0,0.0,VT
53463,2025-04-22,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,-2.2,15.6,1.3,0.0,0.0,VT
53464,2025-04-23,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,2.8,15.0,0.0,0.0,0.0,VT
53465,2025-04-24,USC00434290,44.6581,-72.6786,298.7,VT JOHNSON 2 N,Spring,0.0,14.4,0.0,0.0,0.0,VT
